,datatype,image,mask,confound,session,subject,task,template,fds_mean_raw,fds_mean_scrubbed,dice,qc,reason
47,anat,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-CBH1603/ses-1/anat/sub-CBH1603_ses-1_space-MNI152NLin2009cAsym_desc-preproc_T1w.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-CBH1603/ses-1/anat/sub-CBH1603_ses-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,,1,CBH1603,,MNI152NLin2009cAsym,,,0.9902675182666157,pass,
48,func,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-CBH1603/ses-1/func/sub-CBH1603_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-CBH1603/ses-1/func/sub-CBH1603_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-CBH1603/ses-1/func/sub-CBH1603_ses-1_task-rest_desc-confounds_timeseries.tsv,1,CBH1603,rest,MNI152NLin2009cAsym,0.36792585041597337,0.27688808694762496,0.9302489147755372,pass,
49,anat,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-CBH2070/ses-1/anat/sub-CBH2070_ses-1_space-MNI152NLin2009cAsym_desc-preproc_T1w.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-CBH2070/ses-1/anat/sub-CBH2070_ses-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,,1,CBH2070,,MNI152NLin2009cAsym,,,0.9858381520736177,fail,anat dice 0.9858381520736177 < 0.99
50,func,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-CBH2070/ses-1/func/sub-CBH2070_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-CBH2070/ses-1/func/sub-CBH2070_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-CBH2070/ses-1/func/sub-CBH2070_ses-1_task-rest_desc-confounds_timeseries.tsv,1,CBH2070,rest,MNI152NLin2009cAsym,0.13601472737245215,0.13601472737245215,0.9201666992251091,pass,
51,anat,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-CBH2170/ses-1/anat/sub-CBH2170_ses-1_space-MNI152NLin2009cAsym_desc-preproc_T1w.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-CBH2170/ses-1/anat/sub-CBH2170_ses-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,,1,CBH2170,,MNI152NLin2009cAsym,,,0.9897744934965779,fail,anat dice 0.9897744934965779 < 0.99
52,func,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-CBH2170/ses-1/func/sub-CBH2170_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-CBH2170/ses-1/func/sub-CBH2170_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-CBH2170/ses-1/func/sub-CBH2170_ses-1_task-rest_desc-confounds_timeseries.tsv,1,CBH2170,rest,MNI152NLin2009cAsym,0.20948932083425703,0.20155772169561473,0.9255654228093967,pass,
53,anat,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-CBH2320/ses-1/anat/sub-CBH2320_ses-1_space-MNI152NLin2009cAsym_desc-preproc_T1w.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-CBH2320/ses-1/anat/sub-CBH2320_ses-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,,1,CBH2320,,MNI152NLin2009cAsym,,,0.9895410611873855,fail,anat dice 0.9895410611873855 < 0.99
54,func,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-CBH2320/ses-1/func/sub-CBH2320_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-CBH2320/ses-1/func/sub-CBH2320_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-CBH2320/ses-1/func/sub-CBH2320_ses-1_task-rest_desc-confounds_timeseries.tsv,1,CBH2320,rest,MNI152NLin2009cAsym,0.2567908379739759,0.24923685036839502,0.9315385888453688,pass,
55,anat,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-CBH2718/ses-1/anat/sub-CBH2718_ses-1_space-MNI152NLin2009cAsym_desc-preproc_T1w.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-CBH2718/ses-1/anat/sub-CBH2718_ses-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,,1,CBH2718,,MNI152NLin2009cAsym,,,0.990919367023403,pass,
56,func,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-CBH2718/ses-1/func/sub-CBH2718_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-CBH2718/ses-1/func/sub-CBH2718_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-CBH2718/ses-1/func/sub-CBH2718_ses-1_task-rest_desc-confounds_timeseries.tsv,1,CBH2718,rest,MNI152NLin2009cAsym,0.17980279205871605,0.17980279205871605,0.9216542680071016,pass,
57,anat,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-CBH2948/ses-1/anat/sub-CBH2948_ses-1_space-MNI152NLin2009cAsym_desc-preproc_T1w.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-CBH2948/ses-1/anat/sub-CBH2948_ses-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,,1,CBH2948,,MNI152NLin2009cAsym,,,0.9862507539169488,fail,anat dice 0.9862507539169488 < 0.99
58,func,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-CBH2948/ses-1/func/sub-CBH2948_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-CBH2948/ses-1/func/sub-CBH2948_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-CBH2948/ses-1/func/sub-CBH2948_ses-1_task-rest_desc-confounds_timeseries.tsv,1,CBH2948,rest,MNI152NLin2009cAsym,0.23167397113678714,0.1897636008572807,0.9154918927093798,pass,
59,anat,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-CBH3549/ses-1/anat/sub-CBH3549_ses-1_space-MNI152NLin2009cAsym_desc-preproc_T1w.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-CBH3549/ses-1/anat/sub-CBH3549_ses-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,,1,CBH3549,,MNI152NLin2009cAsym,,,0.992214862863658,pass,
60,func,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-CBH3549/ses-1/func/sub-CBH3549_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-CBH3549/ses-1/func/sub-CBH3549_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-CBH3549/ses-1/func/sub-CBH3549_ses-1_task-rest_desc-confounds_timeseries.tsv,1,CBH3549,rest,MNI152NLin2009cAsym,0.10435199147449797,0.10435199147449797,0.91892832289492,pass,
61,anat,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-CBH3593/ses-1/anat/sub-CBH3593_ses-1_space-MNI152NLin2009cAsym_desc-preproc_T1w.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-CBH3593/ses-1/anat/sub-CBH3593_ses-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,,1,CBH3593,,MNI152NLin2009cAsym,,,0.9906567706108501,pass,
62,func,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-CBH3593/ses-1/func/sub-CBH3593_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-CBH3593/ses-1/func/sub-CBH3593_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-CBH3593/ses-1/func/sub-CBH3593_ses-1_task-rest_desc-confounds_timeseries.tsv,1,CBH3593,rest,MNI152NLin2009cAsym,0.35539202869718883,0.24559663081363634,0.9266082159393163,pass,
63,anat,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-CBH4380/ses-1/anat/sub-CBH4380_ses-1_space-MNI152NLin2009cAsym_desc-preproc_T1w.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-CBH4380/ses-1/anat/sub-CBH4380_ses-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,,1,CBH4380,,MNI152NLin2009cAsym,,,0.9896998609316908,fail,anat dice 0.9896998609316908 < 0.99
64,func,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-CBH4380/ses-1/func/sub-CBH4380_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-CBH4380/ses-1/func/sub-CBH4380_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-CBH4380/ses-1/func/sub-CBH4380_ses-1_task-rest_desc-confounds_timeseries.tsv,1,CBH4380,rest,MNI152NLin2009cAsym,0.28668386194815987,0.23915295433831876,0.933250763037997,pass,
65,anat,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-CBH4630/ses-1/anat/sub-CBH4630_ses-1_space-MNI152NLin2009cAsym_desc-preproc_T1w.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-CBH4630/ses-1/anat/sub-CBH4630_ses-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,,1,CBH4630,,MNI152NLin2009cAsym,,,0.9897392722987071,fail,anat dice 0.9897392722987071 < 0.99
66,func,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-CBH4630/ses-1/func/sub-CBH4630_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-CBH4630/ses-1/func/sub-CBH4630_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-CBH4630/ses-1/func/sub-CBH4630_ses-1_task-rest_desc-confounds_timeseries.tsv,1,CBH4630,rest,MNI152NLin2009cAsym,0.17232987142971887,0.17232987142971887,0.916562189269811,pass,
67,anat,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-CBH4905/ses-1/anat/sub-CBH4905_ses-1_space-MNI152NLin2009cAsym_desc-preproc_T1w.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-CBH4905/ses-1/anat/sub-CBH4905_ses-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,,1,CBH4905,,MNI152NLin2009cAsym,,,0.9906353782318632,pass,
68,func,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-CBH4905/ses-1/func/sub-CBH4905_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-CBH4905/ses-1/func/sub-CBH4905_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-CBH4905/ses-1/func/sub-CBH4905_ses-1_task-rest_desc-confounds_timeseries.tsv,1,CBH4905,rest,MNI152NLin2009cAsym,0.23692334461887546,0.2187263094242798,0.9333024088002385,pass,
69,anat,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-CBH5359/ses-1/anat/sub-CBH5359_ses-1_space-MNI152NLin2009cAsym_desc-preproc_T1w.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-CBH5359/ses-1/anat/sub-CBH5359_ses-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,,1,CBH5359,,MNI152NLin2009cAsym,,,0.9910436949412675,pass,
70,func,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-CBH5359/ses-1/func/sub-CBH5359_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-CBH5359/ses-1/func/sub-CBH5359_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-CBH5359/ses-1/func/sub-CBH5359_ses-1_task-rest_desc-confounds_timeseries.tsv,1,CBH5359,rest,MNI152NLin2009cAsym,0.11806694044297186,0.11806694044297188,0.928623859241649,pass,
71,anat,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-CBH5436/ses-1/anat/sub-CBH5436_ses-1_space-MNI152NLin2009cAsym_desc-preproc_T1w.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-CBH5436/ses-1/anat/sub-CBH5436_ses-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,,1,CBH5436,,MNI152NLin2009cAsym,,,0.9798989939097601,fail,anat dice 0.9798989939097601 < 0.99
72,func,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-CBH5436/ses-1/func/sub-CBH5436_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-CBH5436/ses-1/func/sub-CBH5436_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-CBH5436/ses-1/func/sub-CBH5436_ses-1_task-rest_desc-confounds_timeseries.tsv,1,CBH5436,rest,MNI152NLin2009cAsym,0.5238691907598393,0.3084493454343066,0.9147342056397634,fail,fds_mean_scrubbed 0.3084493454343066mm > 0.3mm; 
73,anat,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-CBH5469/ses-1/anat/sub-CBH5469_ses-1_space-MNI152NLin2009cAsym_desc-preproc_T1w.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-CBH5469/ses-1/anat/sub-CBH5469_ses-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,,1,CBH5469,,MNI152NLin2009cAsym,,,0.9809887224344841,fail,anat dice 0.9809887224344841 < 0.99
74,func,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-CBH5469/ses-1/func/sub-CBH5469_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-CBH5469/ses-1/func/sub-CBH5469_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-CBH5469/ses-1/func/sub-CBH5469_ses-1_task-rest_desc-confounds_timeseries.tsv,1,CBH5469,rest,MNI152NLin2009cAsym,0.15643825878947792,0.14759214161303277,0.8834988060826945,fail,func dice 0.8834988060826945 < 0.89; 
75,anat,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-CBH6319/ses-1/anat/sub-CBH6319_ses-1_space-MNI152NLin2009cAsym_desc-preproc_T1w.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-CBH6319/ses-1/anat/sub-CBH6319_ses-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,,1,CBH6319,,MNI152NLin2009cAsym,,,0.987105159036193,fail,anat dice 0.987105159036193 < 0.99
76,func,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-CBH6319/ses-1/func/sub-CBH6319_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-CBH6319/ses-1/func/sub-CBH6319_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-CBH6319/ses-1/func/sub-CBH6319_ses-1_task-rest_desc-confounds_timeseries.tsv,1,CBH6319,rest,MNI152NLin2009cAsym,0.15492463036216064,0.15272508832733062,0.9093176052215018,pass,
77,anat,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-CBH6662/ses-1/anat/sub-CBH6662_ses-1_space-MNI152NLin2009cAsym_desc-preproc_T1w.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-CBH6662/ses-1/anat/sub-CBH6662_ses-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,,1,CBH6662,,MNI152NLin2009cAsym,,,0.9823038219096797,fail,anat dice 0.9823038219096797 < 0.99
78,func,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-CBH6662/ses-1/func/sub-CBH6662_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-CBH6662/ses-1/func/sub-CBH6662_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-CBH6662/ses-1/func/sub-CBH6662_ses-1_task-rest_desc-confounds_timeseries.tsv,1,CBH6662,rest,MNI152NLin2009cAsym,0.3350943308678715,0.2762286978266355,0.9037672947266395,pass,
79,anat,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-CBH7030/ses-1/anat/sub-CBH7030_ses-1_space-MNI152NLin2009cAsym_desc-preproc_T1w.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-CBH7030/ses-1/anat/sub-CBH7030_ses-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,,1,CBH7030,,MNI152NLin2009cAsym,,,0.9878195763184069,fail,anat dice 0.9878195763184069 < 0.99
80,func,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-CBH7030/ses-1/func/sub-CBH7030_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-CBH7030/ses-1/func/sub-CBH7030_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-CBH7030/ses-1/func/sub-CBH7030_ses-1_task-rest_desc-confounds_timeseries.tsv,1,CBH7030,rest,MNI152NLin2009cAsym,0.3926165655293574,0.2948305482622778,0.9280283942773262,pass,
81,anat,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-CBH7650/ses-1/anat/sub-CBH7650_ses-1_space-MNI152NLin2009cAsym_desc-preproc_T1w.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-CBH7650/ses-1/anat/sub-CBH7650_ses-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,,1,CBH7650,,MNI152NLin2009cAsym,,,0.9833928864191236,fail,anat dice 0.9833928864191236 < 0.99
82,func,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-CBH7650/ses-1/func/sub-CBH7650_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-CBH7650/ses-1/func/sub-CBH7650_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-CBH7650/ses-1/func/sub-CBH7650_ses-1_task-rest_desc-confounds_timeseries.tsv,1,CBH7650,rest,MNI152NLin2009cAsym,0.9563983207862138,0.33276502940299,0.8997100099485638,fail,fds_mean_scrubbed 0.33276502940299mm > 0.3mm; 
83,anat,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-CBH7707/ses-1/anat/sub-CBH7707_ses-1_space-MNI152NLin2009cAsym_desc-preproc_T1w.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-CBH7707/ses-1/anat/sub-CBH7707_ses-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,,1,CBH7707,,MNI152NLin2009cAsym,,,0.9860912591843402,fail,anat dice 0.9860912591843402 < 0.99
84,func,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-CBH7707/ses-1/func/sub-CBH7707_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-CBH7707/ses-1/func/sub-CBH7707_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-CBH7707/ses-1/func/sub-CBH7707_ses-1_task-rest_desc-confounds_timeseries.tsv,1,CBH7707,rest,MNI152NLin2009cAsym,0.17265873406666665,0.16563702405910932,0.9219744874515896,pass,
85,anat,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-CBH7853/ses-1/anat/sub-CBH7853_ses-1_space-MNI152NLin2009cAsym_desc-preproc_T1w.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-CBH7853/ses-1/anat/sub-CBH7853_ses-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,,1,CBH7853,,MNI152NLin2009cAsym,,,0.9861891517711673,fail,anat dice 0.9861891517711673 < 0.99
86,func,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-CBH7853/ses-1/func/sub-CBH7853_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-CBH7853/ses-1/func/sub-CBH7853_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-CBH7853/ses-1/func/sub-CBH7853_ses-1_task-rest_desc-confounds_timeseries.tsv,1,CBH7853,rest,MNI152NLin2009cAsym,0.5729863068698796,0.339536516884,0.8966688466488049,fail,fds_mean_scrubbed 0.339536516884mm > 0.3mm; 
87,anat,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-CBH9502/ses-1/anat/sub-CBH9502_ses-1_space-MNI152NLin2009cAsym_desc-preproc_T1w.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-CBH9502/ses-1/anat/sub-CBH9502_ses-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,,1,CBH9502,,MNI152NLin2009cAsym,,,0.9902757133837659,pass,
88,func,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-CBH9502/ses-1/func/sub-CBH9502_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-CBH9502/ses-1/func/sub-CBH9502_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-CBH9502/ses-1/func/sub-CBH9502_ses-1_task-rest_desc-confounds_timeseries.tsv,1,CBH9502,rest,MNI152NLin2009cAsym,0.1377957760502843,0.1377957760502843,0.9180668180343821,pass,
89,anat,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-CBH9592/ses-1/anat/sub-CBH9592_ses-1_space-MNI152NLin2009cAsym_desc-preproc_T1w.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-CBH9592/ses-1/anat/sub-CBH9592_ses-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,,1,CBH9592,,MNI152NLin2009cAsym,,,0.9905191634810561,pass,
90,func,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-CBH9592/ses-1/func/sub-CBH9592_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-CBH9592/ses-1/func/sub-CBH9592_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-CBH9592/ses-1/func/sub-CBH9592_ses-1_task-rest_desc-confounds_timeseries.tsv,1,CBH9592,rest,MNI152NLin2009cAsym,0.19702782709236943,0.16695173933050847,0.9323410907329531,pass,
91,anat,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-CBH9834/ses-1/anat/sub-CBH9834_ses-1_space-MNI152NLin2009cAsym_desc-preproc_T1w.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-CBH9834/ses-1/anat/sub-CBH9834_ses-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,,1,CBH9834,,MNI152NLin2009cAsym,,,0.9887490178287843,fail,anat dice 0.9887490178287843 < 0.99
92,func,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-CBH9834/ses-1/func/sub-CBH9834_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-CBH9834/ses-1/func/sub-CBH9834_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-CBH9834/ses-1/func/sub-CBH9834_ses-1_task-rest_desc-confounds_timeseries.tsv,1,CBH9834,rest,MNI152NLin2009cAsym,0.37713766760795653,0.2736653098360455,0.9239832307943594,pass,
93,anat,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-CSA9212/ses-1/anat/sub-CSA9212_ses-1_space-MNI152NLin2009cAsym_desc-preproc_T1w.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-CSA9212/ses-1/anat/sub-CSA9212_ses-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,,1,CSA9212,,MNI152NLin2009cAsym,,,0.9883759283354484,fail,anat dice 0.9883759283354484 < 0.99
